Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare-at Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Alt Text
bibs-smoczek-de-lux-2-pak-silikon-szalwia-bez-swiecacy,BIBS Smoczek De Lux 2 Pak Silikon Szałwia/Beż Świecący,"<p>BIBS Smoczek De Lux 2 Pak Silikon Szałwia/Beż Świecący prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Silicone</li><li>Available sizes: Default</li></ul><p>Original AICO links:</p><ul><li>BIB000065: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=3VtxcyoqoYZpAij5GDNYcg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=150217"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Silicone",FALSE,Title,Default Title,,,,,BIB000065,,,,deny,manual,23.92,,TRUE,TRUE,5713795200627,"https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000065_71Kl6Lgbk9L._UF1000,1000_QL80_%20(600%20x%20600).jpg",BIBS Smoczek De Lux 2 Pak Silikon Szałwia/Beż Świecący
bibs-smoczek-latex-baby-blue,BIBS Smoczek Latex Baby Blue,"<p>BIBS Smoczek Latex Baby Blue prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=iuIguBensBMguhk4-nlNFw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=1001000231"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=3Q_KgBxiDKHko9TKZUfgYg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=2002000231"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000086,,,,deny,manual,10.82,,TRUE,TRUE,5713795262717,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000086_5713795262717_3_BIBS_Colour_1pack_rnd_LTX_S1_BabyBlue_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Latex Baby Blue - Size 1
bibs-smoczek-latex-baby-blue,,,,,,,Size,2,,,,,BIB000080,,,,deny,manual,10.82,,TRUE,TRUE,5713795262793,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000080_2002000231%20(458%20x%20458).jpg,BIBS Smoczek Latex Baby Blue - Size 2
bibs-smoczek-latex-kosc-sloniowa,BIBS Smoczek Latex Kość Słoniowa,"<p>BIBS Smoczek Latex Kość Słoniowa prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=geggdqduGKcQcFpo8VSWTw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=1001000216"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=RUcYgSJaqhhXQTtiMyzBqw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=2002000216"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000084,,,,deny,manual,10.82,,TRUE,TRUE,5713795262700,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000084_5713795262700_3_BIBS_COLOUR_PACK_Rnd_Latex_S1_Ivory_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Latex Kość Słoniowa - Size 1
bibs-smoczek-latex-kosc-sloniowa,,,,,,,Size,2,,,,,BIB000076,,,,deny,manual,10.82,,TRUE,TRUE,5713795262786,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000076_2002000216%20(458%20x%20458).jpg,BIBS Smoczek Latex Kość Słoniowa - Size 2
bibs-smoczek-latex-roz-swiecacy,BIBS Smoczek Latex Róż Świecący,"<p>BIBS Smoczek Latex Róż Świecący prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 2</li></ul><p>Original AICO links:</p><ul><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=QrRU7n0ggvSjaOdgGUtQGg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=2002000256"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,2,,,,,BIB000077,,,,deny,manual,11.79,,TRUE,TRUE,5713795262830,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000077_5713795262830_3_BIBS_Colour_1pack_rnd_LTX_BlushGLOW_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Latex Róż Świecący - Size 2
bibs-smoczek-latex-szalwia,BIBS Smoczek Latex Szałwia,"<p>BIBS Smoczek Latex Szałwia prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=QsQBzHf_4IqfOjDcicFjxw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=1001000250"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=bTuxmiut6Xzk6ZqsKJaUuA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=2002000250"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000083,,,,deny,manual,10.82,,TRUE,TRUE,5713795262748,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000083_100250%20(600%20x%20600).jpg,BIBS Smoczek Latex Szałwia - Size 1
bibs-smoczek-latex-szalwia,,,,,,,Size,2,,,,,BIB000075,,,,deny,manual,10.82,,TRUE,TRUE,5713795262823,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000075_5713795262823_3_BIBS_COLOUR_PACK_Rnd_Latex_S2_Sage_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Latex Szałwia - Size 2
bibs-smoczek-latex-szalwia-swiecacy,BIBS Smoczek Latex Szałwia Świecący,"<p>BIBS Smoczek Latex Szałwia Świecący prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=QIDiSGcJdf7B1QvzdCMnzw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=1001000270"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=Sw6nyVMLqCy3yxVpFyty-w"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=2002000270"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000082,,,,deny,manual,11.79,,TRUE,TRUE,5713795262779,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000082_5713795262779_3_BIBS_Pacifier_Colour_Pack_S1_Sage%20Glow_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Latex Szałwia Świecący - Size 1
bibs-smoczek-latex-szalwia-swiecacy,,,,,,,Size,2,,,,,BIB000074,,,,deny,manual,11.79,,TRUE,TRUE,5713795262861,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000074_5713795262861_3_BIBS_Pacifier_Colour_Pack_Sage%20Glow_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Latex Szałwia Świecący - Size 2
bibs-smoczek-latex-wanilia,BIBS Smoczek Latex Wanilia,"<p>BIBS Smoczek Latex Wanilia prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=CsSHxXpE-Ibq-5qRZfVzyQ"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=1001000245"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=H5uZ-FSvaSFMJdyujkNruw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=2002000245"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000081,,,,deny,manual,10.82,,TRUE,TRUE,5713795262731,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000081_5713795262731_2_BIBS_COLOUR_Vanilla_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Latex Wanilia - Size 1
bibs-smoczek-latex-wanilia,,,,,,,Size,2,,,,,BIB000073,,,,deny,manual,10.82,,TRUE,TRUE,5713795262816,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000073_5713795262816_3_BIBS_Colour_1pack_rnd_LTX_S2_Vanilla_2000x2000%20(600%20x%20600).jpg,BIBS Smoczek Latex Wanilia - Size 2
bibs-smoczek-liberty-pacifier-kolor-2-pak-latex-roz,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Róż,"<p>BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Róż prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=fhCp6sSWftHmia5iAey6NQ"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11011102"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=nAi3MpkZCj2zGFHjBhEh9w"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12011102"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000054,,,,deny,manual,25.85,,TRUE,TRUE,5713795243068,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000054_11102%20(458%20x%20458).jpg,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Róż - Size 1
bibs-smoczek-liberty-pacifier-kolor-2-pak-latex-roz,,,,,,,Size,2,,,,,BIB000052,,,,deny,manual,25.85,,TRUE,TRUE,5713795243075,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000052_12011102%20(458%20x%20458).jpg,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Róż - Size 2
bibs-smoczek-liberty-pacifier-kolor-2-pak-latex-symetryczny-capel-blush-mix,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Symetryczny Capel Blush Mix,"<p>BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Symetryczny Capel Blush Mix prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=KSf3fpvxph-f_3ViUbJ-8w"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=212110101"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=VpU8TIbQQVVpaM2Zcbhlww"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=222110101"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000050,,,,deny,manual,25.85,,TRUE,TRUE,5713795255764,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000050_5713795255764_2_BIBSxLIBERTY_COLOUR_PACK_Sym_Latex_Capel_BlushMix%20(600%20x%20600).jpg,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Symetryczny Capel Blush Mix - Size 1
bibs-smoczek-liberty-pacifier-kolor-2-pak-latex-symetryczny-capel-blush-mix,,,,,,,Size,2,,,,,BIB000139,,,,deny,manual,25.85,,TRUE,TRUE,5713795256082,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000139_11010101_5713795242962_BIBS_Liberty_COLOUR_PACK_Capel_Blush_Mix_2_1000x1000_d9fb9044-8655-4287-8.jpg,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Symetryczny Capel Blush Mix - Size 2
bibs-smoczek-liberty-pacifier-kolor-2-pak-latex-symetryczny-chamomile-lawn-violet-sky-mix,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Symetryczny Chamomile Lawn/Violet Sky Mix,"<p>BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Symetryczny Chamomile Lawn/Violet Sky Mix prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=JUJZ4GA7FFKu0Jrn_BISmA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=212112101"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=dpScMgfyy9KOQE-DEjcl6w"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=222112101"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000049,,,,deny,manual,25.85,,TRUE,TRUE,5713795255801,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000049_5713795255801_2_BIBSxLIBERTY_COLOUR_PACK_Sym_Latex_ChamomileLawn_VioletSkyMix%20(600%20x%20600).jpg,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Symetryczny Chamomile Lawn/Violet Sky Mix - Size 1
bibs-smoczek-liberty-pacifier-kolor-2-pak-latex-symetryczny-chamomile-lawn-violet-sky-mix,,,,,,,Size,2,,,,,BIB000048,,,,deny,manual,25.85,,TRUE,TRUE,5713795256129,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000048_5713795256129_2_BIBSxLIBERTY_COLOUR_PACK_Sym_Latex_ChamomileLawn_VioletSkyMix%20(600%20x%20600).jpg,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Symetryczny Chamomile Lawn/Violet Sky Mix - Size 2
bibs-smoczek-liberty-pacifier-kolor-2-pak-latex-szalwia,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Szałwia,"<p>BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Szałwia prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=GWPvN3GSo99hz0U9g4Bbpg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11011103"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=_dg0ZAIDLLvV-3zUTki2ag"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12011103"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000053,,,,deny,manual,25.85,,TRUE,TRUE,5713795243082,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000053_11103%20(458%20x%20458).jpg,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Szałwia - Size 1
bibs-smoczek-liberty-pacifier-kolor-2-pak-latex-szalwia,,,,,,,Size,2,,,,,BIB000051,,,,deny,manual,25.85,,TRUE,TRUE,5713795243099,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000051_12011103%20(458%20x%20458).jpg,BIBS Smoczek Liberty Pacifier Kolor 2 Pak Latex Szałwia - Size 2
bibs-smoczek-muminki-marzacy-2-pak-latex-baby-pink,BIBS Smoczek Muminki Marzący 2 Pak Latex Baby Pink,"<p>BIBS Smoczek Muminki Marzący 2 Pak Latex Baby Pink prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=axKb8ezpyxpfK_zmYMvqAw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11033101"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=zJEo7s2o8LHztiT_ZhkYRg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12033101"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000131,,,,deny,manual,23.92,,TRUE,TRUE,5713795273416,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000131_11033101_5713795273416_BIBS_Moomins_Colour_2pack_rnd_LTX_S1_Dreaming_BabyPink_Hush_Mix_1_2000x20.jpg,BIBS Smoczek Muminki Marzący 2 Pak Latex Baby Pink - Size 1
bibs-smoczek-muminki-marzacy-2-pak-latex-baby-pink,,,,,,,Size,2,,,,,BIB000135,,,,deny,manual,23.92,,TRUE,TRUE,5713795273461,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000135_11033101_5713795273416_BIBS_Moomins_Colour_2pack_rnd_LTX_S1_Dreaming_BabyPink_Hush_Mix_1_2000x20.jpg,BIBS Smoczek Muminki Marzący 2 Pak Latex Baby Pink - Size 2
bibs-smoczek-muminki-nocny-2-pak-latex,BIBS Smoczek Muminki Nocny 2 Pak Latex,"<p>BIBS Smoczek Muminki Nocny 2 Pak Latex prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=-M_sSjTdLl1ACgI8HYzLww"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11029101"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=MtITbO_JekYKDlxMNyjQHA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12029101"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000128,,,,deny,manual,23.92,,TRUE,TRUE,5713795273379,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000128_12029101_5713795273423_BIBS_Moomins_Colour_2pack_rnd_LTX_S2_Goodnight_Breeze_DeepSpace_Mix_1_200.jpg,BIBS Smoczek Muminki Nocny 2 Pak Latex - Size 1
bibs-smoczek-muminki-nocny-2-pak-latex,,,,,,,Size,2,,,,,BIB000132,,,,deny,manual,23.92,,TRUE,TRUE,5713795273423,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000132_12029101_5713795273423_BIBS_Moomins_Colour_2pack_rnd_LTX_S2_Goodnight_Breeze_DeepSpace_Mix_1_200.jpg,BIBS Smoczek Muminki Nocny 2 Pak Latex - Size 2
bibs-smoczek-muminki-przyjaciele-2-pak-latex,BIBS Smoczek Muminki Przyjaciele 2 Pak Latex,"<p>BIBS Smoczek Muminki Przyjaciele 2 Pak Latex prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=mrzsMB28Qq3nvKCXmSqJOA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11031101"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=cxQ6RikLCmc2UvtpxRplcQ"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12031101"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000129,,,,deny,manual,23.92,,TRUE,TRUE,5713795273393,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000129_12031101_5713795273447_BIBS_Moomins_Colour_2pack_rnd_LTX_S2_Friends_Ivory_Sage_Mix_1_2000x2000Hi.jpg,BIBS Smoczek Muminki Przyjaciele 2 Pak Latex - Size 1
bibs-smoczek-muminki-przyjaciele-2-pak-latex,,,,,,,Size,2,,,,,BIB000133,,,,deny,manual,23.92,,TRUE,TRUE,5713795273447,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000133_12031101_5713795273447_BIBS_Moomins_Colour_2pack_rnd_LTX_S2_Friends_Ivory_Sage_Mix_1_2000x2000Hi.jpg,BIBS Smoczek Muminki Przyjaciele 2 Pak Latex - Size 2
bibs-smoczek-muminki-tanczace-2-pak-latex-jablko,BIBS Smoczek Muminki Tańczące 2 Pak Latex Jabłko,"<p>BIBS Smoczek Muminki Tańczące 2 Pak Latex Jabłko prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=tmNl_OCoJDM8qPe-a_Eltw"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11032101"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=Kg3uQ4CO49SRlQ8pzbcnVA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12032101"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000130,,,,deny,manual,23.92,,TRUE,TRUE,5713795273409,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000130_11032101_5713795273409_BIBS_Moomins_Colour_2pack_rnd_LTX_S1_Dancing_CandyApple_Petal_Mix_1_2000x.jpg,BIBS Smoczek Muminki Tańczące 2 Pak Latex Jabłko - Size 1
bibs-smoczek-muminki-tanczace-2-pak-latex-jablko,,,,,,,Size,2,,,,,BIB000134,,,,deny,manual,23.92,,TRUE,TRUE,5713795273454,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000134_11032101_5713795273409_BIBS_Moomins_Colour_2pack_rnd_LTX_S1_Dancing_CandyApple_Petal_Mix_1_2000x.jpg,BIBS Smoczek Muminki Tańczące 2 Pak Latex Jabłko - Size 2
bibs-smoczek-studio-kolor-2-pak-latex-baby-blue-dusty-blue,BIBS Smoczek Studio Kolor 2 Pak Latex Baby Blue/Dusty Blue,"<p>BIBS Smoczek Studio Kolor 2 Pak Latex Baby Blue/Dusty Blue prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=FdqmlkX-PH8rbHmTWg-3pA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11022103"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=8mXVTuLTBMPtdVfwJZqTZQ"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12022103"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000044,,,,deny,manual,23.92,,TRUE,TRUE,5713795267590,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000044_5713795267590_2_BIBS_Studio_COLOUR_PACK_Rnd_Latex_Block_BabyBlueDustyBlueMix_2000x2000%20(600%20x%2060.jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Baby Blue/Dusty Blue - Size 1
bibs-smoczek-studio-kolor-2-pak-latex-baby-blue-dusty-blue,,,,,,,Size,2,,,,,BIB000039,,,,deny,manual,23.92,,TRUE,TRUE,5713795267538,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000039_5713795267538_2_BIBS_Studio_COLOUR_PACK_Rnd_Latex_Block_BabyBlueDustyBlueMix_2000x2000%20(600%20x%2060.jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Baby Blue/Dusty Blue - Size 2
bibs-smoczek-studio-kolor-2-pak-latex-baby-pink-coral,BIBS Smoczek Studio Kolor 2 Pak Latex Baby Pink/Coral,"<p>BIBS Smoczek Studio Kolor 2 Pak Latex Baby Pink/Coral prepared from the AICO B2B catalog for Shopify import.</p><ul><li>Brand: BIBS</li><li>Category: Pacifier</li><li>Material: Latex</li><li>Available sizes: 1, 2</li></ul><p>Original AICO links:</p><ul><li>Size 1: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=EDxYf9neIouyans6TmkspA"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=11022101"">search by code</a></li><li>Size 2: <a href=""https://e.aico.com.pl/ProduktySzczegoly.aspx?id_artykulu=TGysvnjgutdHPxWUWYgnQg"">detail</a> | <a href=""https://e.aico.com.pl/ProduktyWyszukiwanie.aspx?search=12022101"">search by code</a></li></ul>",BIBS,Pacifier,"BIBS,Pacifier,AICO,Latex",FALSE,Size,1,,,,,BIB000043,,,,deny,manual,23.92,,TRUE,TRUE,5713795267583,https://b2b:aico2012@e.aico.com.pl/Obrazki/BIB000043_5713795267583_2_BIBS_Studio_COLOUR_PACK_Rnd_Latex_S1_Block_BabyPinkCoralMix_3_2000x2000%20(600%20x%206.jpg,BIBS Smoczek Studio Kolor 2 Pak Latex Baby Pink/Coral - Size 1
